"datasets/ontologies/model(BigModel(toOntology).csv 0).ttl",,,,
Layer,node,Number of meanings for node,csv row,pruning type
17,79,1,0,RandomConnections
17,80,1,0,RandomConnections
17,82,1,0,RandomConnections
17,92,1,0,RandomConnections
17,123,1,0,RandomConnections
17,143,2,0,RandomConnections
17,167,1,0,RandomConnections
17,188,1,0,RandomConnections
18,3,1,0,RandomConnections
18,4,1,0,RandomConnections
18,10,1,0,RandomConnections
18,22,1,0,RandomConnections
18,44,2,0,RandomConnections
18,45,1,0,RandomConnections
18,63,1,0,RandomConnections
18,64,1,0,RandomConnections
18,67,1,0,RandomConnections
18,71,1,0,RandomConnections
18,78,1,0,RandomConnections
18,129,1,0,RandomConnections
18,143,1,0,RandomConnections
18,159,1,0,RandomConnections
18,161,1,0,RandomConnections
18,163,1,0,RandomConnections
18,166,1,0,RandomConnections
18,175,1,0,RandomConnections
18,179,1,0,RandomConnections
18,192,1,0,RandomConnections
19,12,2,0,RandomConnections
19,14,1,0,RandomConnections
19,27,1,0,RandomConnections
19,52,1,0,RandomConnections
19,62,1,0,RandomConnections
19,68,1,0,RandomConnections
19,73,3,0,RandomConnections
19,76,1,0,RandomConnections
19,77,1,0,RandomConnections
19,82,1,0,RandomConnections
19,95,1,0,RandomConnections
19,99,1,0,RandomConnections
19,102,1,0,RandomConnections
19,103,1,0,RandomConnections
19,116,1,0,RandomConnections
19,138,1,0,RandomConnections
19,141,1,0,RandomConnections
19,148,1,0,RandomConnections
20,6,1,0,RandomConnections
20,21,1,0,RandomConnections
20,47,1,0,RandomConnections
20,53,1,0,RandomConnections
20,63,1,0,RandomConnections
20,72,1,0,RandomConnections
20,80,1,0,RandomConnections
20,84,1,0,RandomConnections
20,100,1,0,RandomConnections
20,102,1,0,RandomConnections
20,110,1,0,RandomConnections
20,111,1,0,RandomConnections
20,143,1,0,RandomConnections
20,148,1,0,RandomConnections
20,152,1,0,RandomConnections
20,156,1,0,RandomConnections
20,172,1,0,RandomConnections
20,178,1,0,RandomConnections
20,187,1,0,RandomConnections
20,192,1,0,RandomConnections
21,4,1,0,RandomConnections
21,14,1,0,RandomConnections
21,19,2,0,RandomConnections
21,22,1,0,RandomConnections
21,24,1,0,RandomConnections
21,30,1,0,RandomConnections
21,46,1,0,RandomConnections
21,49,1,0,RandomConnections
21,54,1,0,RandomConnections
21,55,1,0,RandomConnections
21,67,1,0,RandomConnections
21,74,1,0,RandomConnections
21,79,1,0,RandomConnections
21,111,1,0,RandomConnections
21,144,1,0,RandomConnections
21,156,2,0,RandomConnections
21,158,1,0,RandomConnections
21,173,1,0,RandomConnections
21,181,1,0,RandomConnections
22,1,1,0,RandomConnections
22,7,1,0,RandomConnections
22,15,1,0,RandomConnections
22,20,1,0,RandomConnections
22,27,1,0,RandomConnections
22,32,1,0,RandomConnections
22,50,1,0,RandomConnections
22,51,2,0,RandomConnections
22,63,1,0,RandomConnections
22,83,1,0,RandomConnections
22,91,1,0,RandomConnections
22,97,1,0,RandomConnections
22,109,1,0,RandomConnections
22,113,1,0,RandomConnections
22,128,1,0,RandomConnections
22,132,2,0,RandomConnections
22,152,1,0,RandomConnections
22,164,1,0,RandomConnections
22,178,1,0,RandomConnections
23,9,1,0,RandomConnections
23,12,2,0,RandomConnections
23,21,1,0,RandomConnections
23,24,2,0,RandomConnections
23,33,1,0,RandomConnections
23,46,1,0,RandomConnections
23,54,1,0,RandomConnections
23,61,1,0,RandomConnections
23,68,1,0,RandomConnections
23,91,1,0,RandomConnections
23,104,1,0,RandomConnections
23,114,1,0,RandomConnections
23,117,1,0,RandomConnections
23,148,1,0,RandomConnections
23,163,2,0,RandomConnections
23,169,1,0,RandomConnections
23,181,1,0,RandomConnections
23,197,1,0,RandomConnections
24,7,1,0,RandomConnections
24,32,1,0,RandomConnections
24,37,1,0,RandomConnections
24,40,2,0,RandomConnections
24,42,1,0,RandomConnections
24,57,2,0,RandomConnections
24,58,2,0,RandomConnections
24,75,1,0,RandomConnections
24,97,1,0,RandomConnections
24,102,1,0,RandomConnections
24,111,1,0,RandomConnections
24,125,1,0,RandomConnections
24,133,1,0,RandomConnections
24,142,1,0,RandomConnections
24,143,1,0,RandomConnections
24,168,1,0,RandomConnections
24,198,3,0,RandomConnections
25,0,1,0,RandomConnections
25,1,1,0,RandomConnections
25,7,1,0,RandomConnections
25,9,1,0,RandomConnections
25,54,1,0,RandomConnections
25,59,1,0,RandomConnections
25,87,1,0,RandomConnections
25,88,1,0,RandomConnections
25,106,1,0,RandomConnections
25,107,1,0,RandomConnections
25,114,1,0,RandomConnections
25,118,1,0,RandomConnections
25,122,1,0,RandomConnections
25,139,1,0,RandomConnections
25,145,1,0,RandomConnections
25,161,1,0,RandomConnections
25,165,1,0,RandomConnections
25,175,1,0,RandomConnections
25,176,1,0,RandomConnections
25,192,1,0,RandomConnections
26,1,1,0,RandomConnections
26,10,1,0,RandomConnections
26,41,1,0,RandomConnections
26,47,1,0,RandomConnections
26,72,1,0,RandomConnections
26,73,1,0,RandomConnections
26,83,1,0,RandomConnections
26,92,1,0,RandomConnections
26,96,1,0,RandomConnections
26,97,1,0,RandomConnections
26,99,1,0,RandomConnections
26,107,1,0,RandomConnections
26,116,1,0,RandomConnections
26,134,1,0,RandomConnections
26,152,1,0,RandomConnections
26,154,1,0,RandomConnections
26,155,1,0,RandomConnections
26,163,1,0,RandomConnections
26,172,1,0,RandomConnections
26,193,1,0,RandomConnections
27,5,1,0,RandomConnections
27,35,1,0,RandomConnections
27,42,2,0,RandomConnections
27,54,1,0,RandomConnections
27,59,1,0,RandomConnections
27,84,1,0,RandomConnections
27,89,1,0,RandomConnections
27,98,1,0,RandomConnections
27,104,1,0,RandomConnections
27,105,1,0,RandomConnections
27,116,1,0,RandomConnections
27,123,1,0,RandomConnections
27,155,1,0,RandomConnections
27,158,1,0,RandomConnections
27,165,1,0,RandomConnections
27,168,1,0,RandomConnections
27,170,1,0,RandomConnections
27,186,1,0,RandomConnections
27,188,1,0,RandomConnections
27,194,1,0,RandomConnections
28,0,3,0,RandomConnections
28,1,4,0,RandomConnections
28,3,5,0,RandomConnections
28,4,2,0,RandomConnections
28,5,2,0,RandomConnections
28,6,2,0,RandomConnections
28,7,5,0,RandomConnections
28,8,4,0,RandomConnections
28,9,3,0,RandomConnections
,,,,
"datasets/ontologies/random_model (1).ttl",,,,
Layer,node,Number of meanings for node,csv row,pruning type
0,3,1,1,RandomConnections
0,7,1,1,RandomConnections
0,17,1,1,RandomConnections
0,28,1,1,RandomConnections
0,32,1,1,RandomConnections
0,37,1,1,RandomConnections
0,44,1,1,RandomConnections
0,49,1,1,RandomConnections
0,52,1,1,RandomConnections
0,62,1,1,RandomConnections
0,67,1,1,RandomConnections
0,82,1,1,RandomConnections
0,97,1,1,RandomConnections
0,106,1,1,RandomConnections
0,107,1,1,RandomConnections
0,133,2,1,RandomConnections
0,135,1,1,RandomConnections
0,159,1,1,RandomConnections
0,163,1,1,RandomConnections
1,7,1,1,RandomConnections
1,32,1,1,RandomConnections
1,36,1,1,RandomConnections
1,40,1,1,RandomConnections
1,52,2,1,RandomConnections
1,72,1,1,RandomConnections
1,73,1,1,RandomConnections
1,75,2,1,RandomConnections
1,83,1,1,RandomConnections
1,87,1,1,RandomConnections
1,93,1,1,RandomConnections
1,103,1,1,RandomConnections
1,104,1,1,RandomConnections
1,106,1,1,RandomConnections
1,108,1,1,RandomConnections
1,109,1,1,RandomConnections
1,113,2,1,RandomConnections
1,116,1,1,RandomConnections
1,124,1,1,RandomConnections
2,2,1,1,RandomConnections
2,24,1,1,RandomConnections
2,31,1,1,RandomConnections
2,37,3,1,RandomConnections
2,47,1,1,RandomConnections
2,59,1,1,RandomConnections
2,73,2,1,RandomConnections
2,79,1,1,RandomConnections
2,85,1,1,RandomConnections
2,87,1,1,RandomConnections
2,90,1,1,RandomConnections
2,103,1,1,RandomConnections
2,107,1,1,RandomConnections
2,110,2,1,RandomConnections
2,125,1,1,RandomConnections
2,154,1,1,RandomConnections
2,167,1,1,RandomConnections
3,3,1,1,RandomConnections
3,10,1,1,RandomConnections
3,42,2,1,RandomConnections
3,55,1,1,RandomConnections
3,57,1,1,RandomConnections
3,60,1,1,RandomConnections
3,61,1,1,RandomConnections
3,63,1,1,RandomConnections
3,70,1,1,RandomConnections
3,73,1,1,RandomConnections
3,74,1,1,RandomConnections
3,83,1,1,RandomConnections
3,98,1,1,RandomConnections
3,107,1,1,RandomConnections
3,124,1,1,RandomConnections
3,126,1,1,RandomConnections
3,130,1,1,RandomConnections
3,144,1,1,RandomConnections
3,163,1,1,RandomConnections
3,169,1,1,RandomConnections
4,14,1,1,RandomConnections
4,16,1,1,RandomConnections
4,20,1,1,RandomConnections
4,30,1,1,RandomConnections
4,31,1,1,RandomConnections
4,45,1,1,RandomConnections
4,54,1,1,RandomConnections
4,71,1,1,RandomConnections
4,72,1,1,RandomConnections
4,86,1,1,RandomConnections
4,87,2,1,RandomConnections
4,97,1,1,RandomConnections
4,106,1,1,RandomConnections
4,125,1,1,RandomConnections
4,128,1,1,RandomConnections
4,137,1,1,RandomConnections
4,152,1,1,RandomConnections
4,160,1,1,RandomConnections
4,165,1,1,RandomConnections
4,169,1,1,RandomConnections
5,16,1,1,RandomConnections
5,18,1,1,RandomConnections
5,23,1,1,RandomConnections
5,32,2,1,RandomConnections
5,40,1,1,RandomConnections
5,43,1,1,RandomConnections
5,45,1,1,RandomConnections
5,51,1,1,RandomConnections
5,77,1,1,RandomConnections
5,82,1,1,RandomConnections
5,96,1,1,RandomConnections
5,100,1,1,RandomConnections
5,106,1,1,RandomConnections
5,115,1,1,RandomConnections
5,117,1,1,RandomConnections
5,121,1,1,RandomConnections
5,130,1,1,RandomConnections
5,141,1,1,RandomConnections
5,166,1,1,RandomConnections
5,174,1,1,RandomConnections
6,17,1,1,RandomConnections
6,46,1,1,RandomConnections
6,51,1,1,RandomConnections
6,52,2,1,RandomConnections
6,67,2,1,RandomConnections
6,69,1,1,RandomConnections
6,70,2,1,RandomConnections
6,73,1,1,RandomConnections
6,75,1,1,RandomConnections
6,91,1,1,RandomConnections
6,93,1,1,RandomConnections
6,127,1,1,RandomConnections
6,144,1,1,RandomConnections
6,150,1,1,RandomConnections
6,153,1,1,RandomConnections
6,158,1,1,RandomConnections
6,162,1,1,RandomConnections
6,174,1,1,RandomConnections
7,5,1,1,RandomConnections
7,9,1,1,RandomConnections
7,20,1,1,RandomConnections
7,29,1,1,RandomConnections
7,36,1,1,RandomConnections
7,59,1,1,RandomConnections
7,68,1,1,RandomConnections
7,69,1,1,RandomConnections
7,81,1,1,RandomConnections
7,83,1,1,RandomConnections
7,99,1,1,RandomConnections
7,124,1,1,RandomConnections
7,130,1,1,RandomConnections
7,132,1,1,RandomConnections
7,143,1,1,RandomConnections
7,154,1,1,RandomConnections
7,157,1,1,RandomConnections
7,161,2,1,RandomConnections
7,177,1,1,RandomConnections
8,6,1,1,RandomConnections
8,24,1,1,RandomConnections
8,32,1,1,RandomConnections
8,55,1,1,RandomConnections
8,66,1,1,RandomConnections
8,67,1,1,RandomConnections
8,73,1,1,RandomConnections
8,78,1,1,RandomConnections
8,106,2,1,RandomConnections
8,109,2,1,RandomConnections
8,132,1,1,RandomConnections
8,143,1,1,RandomConnections
8,155,2,1,RandomConnections
8,156,1,1,RandomConnections
8,160,1,1,RandomConnections
8,165,1,1,RandomConnections
8,166,1,1,RandomConnections
8,181,1,1,RandomConnections
9,0,1,1,RandomConnections
9,4,1,1,RandomConnections
9,21,1,1,RandomConnections
9,30,1,1,RandomConnections
9,54,1,1,RandomConnections
9,83,1,1,RandomConnections
9,96,1,1,RandomConnections
9,117,1,1,RandomConnections
9,120,1,1,RandomConnections
9,123,1,1,RandomConnections
9,124,1,1,RandomConnections
9,137,1,1,RandomConnections
9,138,1,1,RandomConnections
9,152,1,1,RandomConnections
9,153,1,1,RandomConnections
9,156,1,1,RandomConnections
9,177,2,1,RandomConnections
9,182,2,1,RandomConnections
9,183,1,1,RandomConnections
10,3,1,1,RandomConnections
10,7,1,1,RandomConnections
10,8,1,1,RandomConnections
10,45,2,1,RandomConnections
10,46,3,1,RandomConnections
10,63,1,1,RandomConnections
10,70,1,1,RandomConnections
10,73,1,1,RandomConnections
10,95,1,1,RandomConnections
10,98,2,1,RandomConnections
10,106,1,1,RandomConnections
10,110,1,1,RandomConnections
10,123,1,1,RandomConnections
10,131,1,1,RandomConnections
10,139,1,1,RandomConnections
10,141,1,1,RandomConnections
10,144,1,1,RandomConnections
10,181,1,1,RandomConnections
11,21,1,1,RandomConnections
11,23,1,1,RandomConnections
11,25,1,1,RandomConnections
11,45,2,1,RandomConnections
11,65,1,1,RandomConnections
11,76,1,1,RandomConnections
11,77,1,1,RandomConnections
11,84,2,1,RandomConnections
11,101,1,1,RandomConnections
11,108,1,1,RandomConnections
11,109,1,1,RandomConnections
11,114,1,1,RandomConnections
11,118,1,1,RandomConnections
11,121,1,1,RandomConnections
11,124,1,1,RandomConnections
11,127,1,1,RandomConnections
11,146,1,1,RandomConnections
11,182,1,1,RandomConnections
11,185,1,1,RandomConnections
12,5,1,1,RandomConnections
12,18,1,1,RandomConnections
12,26,1,1,RandomConnections
12,28,1,1,RandomConnections
12,30,1,1,RandomConnections
12,87,1,1,RandomConnections
12,89,1,1,RandomConnections
12,90,1,1,RandomConnections
12,92,1,1,RandomConnections
12,95,1,1,RandomConnections
12,96,1,1,RandomConnections
12,112,1,1,RandomConnections
12,116,1,1,RandomConnections
12,122,1,1,RandomConnections
12,123,1,1,RandomConnections
12,132,1,1,RandomConnections
12,143,1,1,RandomConnections
12,157,1,1,RandomConnections
12,158,1,1,RandomConnections
12,164,1,1,RandomConnections
13,0,1,1,RandomConnections
13,2,1,1,RandomConnections
13,8,1,1,RandomConnections
13,21,1,1,RandomConnections
13,28,1,1,RandomConnections
13,49,1,1,RandomConnections
13,60,1,1,RandomConnections
13,70,1,1,RandomConnections
13,74,1,1,RandomConnections
13,81,1,1,RandomConnections
13,85,1,1,RandomConnections
13,101,1,1,RandomConnections
13,107,1,1,RandomConnections
13,116,1,1,RandomConnections
13,118,2,1,RandomConnections
13,123,1,1,RandomConnections
13,138,1,1,RandomConnections
13,158,1,1,RandomConnections
13,183,1,1,RandomConnections
13,184,1,1,RandomConnections
14,3,1,1,RandomConnections
14,8,1,1,RandomConnections
14,27,1,1,RandomConnections
14,59,1,1,RandomConnections
14,77,1,1,RandomConnections
14,88,1,1,RandomConnections
14,95,1,1,RandomConnections
14,96,1,1,RandomConnections
14,105,1,1,RandomConnections
14,106,1,1,RandomConnections
14,109,1,1,RandomConnections
14,117,2,1,RandomConnections
14,121,1,1,RandomConnections
14,128,1,1,RandomConnections
14,152,2,1,RandomConnections
14,174,2,1,RandomConnections
14,175,1,1,RandomConnections
14,184,1,1,RandomConnections
15,0,1,1,RandomConnections
15,15,1,1,RandomConnections
15,28,1,1,RandomConnections
15,33,1,1,RandomConnections
15,43,1,1,RandomConnections
15,52,1,1,RandomConnections
15,56,1,1,RandomConnections
15,68,1,1,RandomConnections
15,81,1,1,RandomConnections
15,83,1,1,RandomConnections
15,99,2,1,RandomConnections
15,111,1,1,RandomConnections
15,128,1,1,RandomConnections
15,138,1,1,RandomConnections
15,160,1,1,RandomConnections
15,165,1,1,RandomConnections
15,166,2,1,RandomConnections
15,169,1,1,RandomConnections
15,174,1,1,RandomConnections
15,183,1,1,RandomConnections
16,3,1,1,RandomConnections
16,5,1,1,RandomConnections
16,8,1,1,RandomConnections
16,21,1,1,RandomConnections
16,23,1,1,RandomConnections
16,26,1,1,RandomConnections
16,34,1,1,RandomConnections
16,38,1,1,RandomConnections
16,42,1,1,RandomConnections
16,62,1,1,RandomConnections
16,104,1,1,RandomConnections
16,106,1,1,RandomConnections
16,128,1,1,RandomConnections
16,138,1,1,RandomConnections
16,153,1,1,RandomConnections
16,158,1,1,RandomConnections
16,163,1,1,RandomConnections
16,164,1,1,RandomConnections
16,165,1,1,RandomConnections
16,185,1,1,RandomConnections
17,0,1,1,RandomConnections
17,12,1,1,RandomConnections
17,13,1,1,RandomConnections
17,24,1,1,RandomConnections
17,33,1,1,RandomConnections
17,38,1,1,RandomConnections
17,48,1,1,RandomConnections
17,51,1,1,RandomConnections
17,54,1,1,RandomConnections
17,59,1,1,RandomConnections
17,70,2,1,RandomConnections
17,86,1,1,RandomConnections
17,111,1,1,RandomConnections
17,129,1,1,RandomConnections
17,138,1,1,RandomConnections
17,144,1,1,RandomConnections
17,146,1,1,RandomConnections
17,150,1,1,RandomConnections
17,162,1,1,RandomConnections
17,189,1,1,RandomConnections
18,4,2,1,RandomConnections
18,13,1,1,RandomConnections
18,18,2,1,RandomConnections
18,20,1,1,RandomConnections
18,26,1,1,RandomConnections
18,39,1,1,RandomConnections
18,46,1,1,RandomConnections
18,70,1,1,RandomConnections
18,96,1,1,RandomConnections
18,108,1,1,RandomConnections
18,125,1,1,RandomConnections
18,127,1,1,RandomConnections
18,129,1,1,RandomConnections
18,130,1,1,RandomConnections
18,144,1,1,RandomConnections
18,152,1,1,RandomConnections
18,156,1,1,RandomConnections
18,157,1,1,RandomConnections
18,165,1,1,RandomConnections
19,17,1,1,RandomConnections
19,18,1,1,RandomConnections
19,26,1,1,RandomConnections
19,29,1,1,RandomConnections
19,33,1,1,RandomConnections
19,34,1,1,RandomConnections
19,56,1,1,RandomConnections
19,63,1,1,RandomConnections
19,68,2,1,RandomConnections
19,71,1,1,RandomConnections
19,72,1,1,RandomConnections
19,74,2,1,RandomConnections
19,87,1,1,RandomConnections
19,90,1,1,RandomConnections
19,102,1,1,RandomConnections
19,109,1,1,RandomConnections
19,121,1,1,RandomConnections
19,150,1,1,RandomConnections
19,157,1,1,RandomConnections
19,185,1,1,RandomConnections
20,0,2,1,RandomConnections
20,13,1,1,RandomConnections
20,21,1,1,RandomConnections
20,27,1,1,RandomConnections
20,30,1,1,RandomConnections
20,31,1,1,RandomConnections
20,37,1,1,RandomConnections
20,53,1,1,RandomConnections
20,59,1,1,RandomConnections
20,69,1,1,RandomConnections
20,73,1,1,RandomConnections
20,74,1,1,RandomConnections
20,75,2,1,RandomConnections
20,87,1,1,RandomConnections
20,108,1,1,RandomConnections
20,112,1,1,RandomConnections
20,119,1,1,RandomConnections
20,144,1,1,RandomConnections
20,162,1,1,RandomConnections
21,7,1,1,RandomConnections
21,14,1,1,RandomConnections
21,33,1,1,RandomConnections
21,43,1,1,RandomConnections
21,47,1,1,RandomConnections
21,52,1,1,RandomConnections
21,53,1,1,RandomConnections
21,62,2,1,RandomConnections
21,72,1,1,RandomConnections
21,87,1,1,RandomConnections
21,91,1,1,RandomConnections
21,92,1,1,RandomConnections
21,101,1,1,RandomConnections
21,120,1,1,RandomConnections
21,121,1,1,RandomConnections
21,124,1,1,RandomConnections
21,126,1,1,RandomConnections
21,145,1,1,RandomConnections
21,147,1,1,RandomConnections
21,159,1,1,RandomConnections
22,28,1,1,RandomConnections
22,42,1,1,RandomConnections
22,48,1,1,RandomConnections
22,61,1,1,RandomConnections
22,75,2,1,RandomConnections
22,87,1,1,RandomConnections
22,101,1,1,RandomConnections
22,107,1,1,RandomConnections
22,111,1,1,RandomConnections
22,135,1,1,RandomConnections
22,142,1,1,RandomConnections
22,150,1,1,RandomConnections
22,161,1,1,RandomConnections
22,167,1,1,RandomConnections
22,173,2,1,RandomConnections
22,176,1,1,RandomConnections
22,179,1,1,RandomConnections
22,192,1,1,RandomConnections
23,5,1,1,RandomConnections
23,10,1,1,RandomConnections
23,13,1,1,RandomConnections
23,24,1,1,RandomConnections
23,42,1,1,RandomConnections
23,54,1,1,RandomConnections
23,90,1,1,RandomConnections
23,93,1,1,RandomConnections
23,94,1,1,RandomConnections
23,101,1,1,RandomConnections
23,138,2,1,RandomConnections
23,143,1,1,RandomConnections
23,153,1,1,RandomConnections
23,157,1,1,RandomConnections
23,160,1,1,RandomConnections
23,163,1,1,RandomConnections
23,179,2,1,RandomConnections
23,185,1,1,RandomConnections
23,186,2,1,RandomConnections
23,193,1,1,RandomConnections
24,3,1,1,RandomConnections
24,10,1,1,RandomConnections
24,11,1,1,RandomConnections
24,12,1,1,RandomConnections
24,17,1,1,RandomConnections
24,31,1,1,RandomConnections
24,32,1,1,RandomConnections
24,35,1,1,RandomConnections
24,39,2,1,RandomConnections
24,57,1,1,RandomConnections
24,58,1,1,RandomConnections
24,65,1,1,RandomConnections
24,72,1,1,RandomConnections
24,77,1,1,RandomConnections
24,78,1,1,RandomConnections
24,93,1,1,RandomConnections
24,96,1,1,RandomConnections
24,102,1,1,RandomConnections
24,166,1,1,RandomConnections
25,10,1,1,RandomConnections
25,14,1,1,RandomConnections
25,17,1,1,RandomConnections
25,24,1,1,RandomConnections
25,30,1,1,RandomConnections
25,46,2,1,RandomConnections
25,49,1,1,RandomConnections
25,55,1,1,RandomConnections
25,63,1,1,RandomConnections
25,64,1,1,RandomConnections
25,102,1,1,RandomConnections
25,107,1,1,RandomConnections
25,125,1,1,RandomConnections
25,149,1,1,RandomConnections
25,163,1,1,RandomConnections
25,177,1,1,RandomConnections
25,181,1,1,RandomConnections
25,186,1,1,RandomConnections
25,189,1,1,RandomConnections
25,193,1,1,RandomConnections
26,9,1,1,RandomConnections
26,48,1,1,RandomConnections
26,52,1,1,RandomConnections
26,81,1,1,RandomConnections
26,82,1,1,RandomConnections
26,91,2,1,RandomConnections
26,103,1,1,RandomConnections
26,105,1,1,RandomConnections
26,112,1,1,RandomConnections
26,135,1,1,RandomConnections
26,142,1,1,RandomConnections
26,148,2,1,RandomConnections
26,166,1,1,RandomConnections
26,167,1,1,RandomConnections
26,168,1,1,RandomConnections
26,172,1,1,RandomConnections
26,186,1,1,RandomConnections
26,189,1,1,RandomConnections
27,7,1,1,RandomConnections
27,9,1,1,RandomConnections
27,43,2,1,RandomConnections
27,54,1,1,RandomConnections
27,61,1,1,RandomConnections
27,76,1,1,RandomConnections
27,89,1,1,RandomConnections
27,93,1,1,RandomConnections
27,97,1,1,RandomConnections
27,111,2,1,RandomConnections
27,122,1,1,RandomConnections
27,141,1,1,RandomConnections
27,153,2,1,RandomConnections
27,157,1,1,RandomConnections
27,161,1,1,RandomConnections
27,174,1,1,RandomConnections
27,176,2,1,RandomConnections
27,184,1,1,RandomConnections
27,187,1,1,RandomConnections
27,196,1,1,RandomConnections
28,0,3,1,RandomConnections
28,1,1,1,RandomConnections
28,2,2,1,RandomConnections
28,3,4,1,RandomConnections
28,4,2,1,RandomConnections
28,5,3,1,RandomConnections
28,6,4,1,RandomConnections
28,7,4,1,RandomConnections
28,8,3,1,RandomConnections
28,9,4,1,RandomConnections
,,,,
"datasets/ontologies/random_model (2).ttl",,,,
Layer,node,Number of meanings for node,csv row,pruning type
0,1,1,2,RandomConnections
0,4,1,2,RandomConnections
0,36,1,2,RandomConnections
0,51,2,2,RandomConnections
0,64,1,2,RandomConnections
0,65,1,2,RandomConnections
0,90,1,2,RandomConnections
0,91,1,2,RandomConnections
0,94,1,2,RandomConnections
0,102,1,2,RandomConnections
0,114,1,2,RandomConnections
0,119,1,2,RandomConnections
0,128,1,2,RandomConnections
0,130,1,2,RandomConnections
0,136,1,2,RandomConnections
0,142,1,2,RandomConnections
0,144,1,2,RandomConnections
0,147,2,2,RandomConnections
0,159,1,2,RandomConnections
0,162,2,2,RandomConnections
1,1,1,2,RandomConnections
1,4,1,2,RandomConnections
1,15,1,2,RandomConnections
1,23,1,2,RandomConnections
1,31,1,2,RandomConnections
1,40,1,2,RandomConnections
1,55,1,2,RandomConnections
1,65,1,2,RandomConnections
1,69,1,2,RandomConnections
1,78,1,2,RandomConnections
1,83,1,2,RandomConnections
1,85,1,2,RandomConnections
1,87,1,2,RandomConnections
1,91,1,2,RandomConnections
1,92,1,2,RandomConnections
1,98,1,2,RandomConnections
1,118,1,2,RandomConnections
1,135,1,2,RandomConnections
1,157,1,2,RandomConnections
1,166,1,2,RandomConnections
2,1,1,2,RandomConnections
2,9,1,2,RandomConnections
2,21,1,2,RandomConnections
2,26,1,2,RandomConnections
2,40,1,2,RandomConnections
2,44,1,2,RandomConnections
2,45,1,2,RandomConnections
2,54,1,2,RandomConnections
2,58,2,2,RandomConnections
2,63,1,2,RandomConnections
2,76,1,2,RandomConnections
2,84,1,2,RandomConnections
2,99,1,2,RandomConnections
2,101,1,2,RandomConnections
2,104,1,2,RandomConnections
2,107,1,2,RandomConnections
2,114,1,2,RandomConnections
2,134,1,2,RandomConnections
2,138,1,2,RandomConnections
2,139,1,2,RandomConnections
3,10,1,2,RandomConnections
3,14,1,2,RandomConnections
3,20,1,2,RandomConnections
3,34,1,2,RandomConnections
3,39,1,2,RandomConnections
3,64,1,2,RandomConnections
3,79,2,2,RandomConnections
3,89,1,2,RandomConnections
3,91,1,2,RandomConnections
3,92,1,2,RandomConnections
3,116,1,2,RandomConnections
3,123,1,2,RandomConnections
3,135,1,2,RandomConnections
3,148,1,2,RandomConnections
3,156,2,2,RandomConnections
3,164,2,2,RandomConnections
3,166,1,2,RandomConnections
3,168,1,2,RandomConnections
3,174,1,2,RandomConnections
3,177,1,2,RandomConnections
4,0,1,2,RandomConnections
4,16,1,2,RandomConnections
4,38,1,2,RandomConnections
4,39,1,2,RandomConnections
4,54,1,2,RandomConnections
4,59,1,2,RandomConnections
4,61,1,2,RandomConnections
4,71,1,2,RandomConnections
4,88,1,2,RandomConnections
4,112,1,2,RandomConnections
4,113,1,2,RandomConnections
4,115,2,2,RandomConnections
4,120,1,2,RandomConnections
4,129,1,2,RandomConnections
4,135,1,2,RandomConnections
4,137,1,2,RandomConnections
4,142,1,2,RandomConnections
4,151,1,2,RandomConnections
4,167,1,2,RandomConnections
5,7,1,2,RandomConnections
5,28,1,2,RandomConnections
5,32,2,2,RandomConnections
5,47,1,2,RandomConnections
5,59,1,2,RandomConnections
5,69,1,2,RandomConnections
5,74,1,2,RandomConnections
5,81,1,2,RandomConnections
5,86,1,2,RandomConnections
5,97,1,2,RandomConnections
5,101,1,2,RandomConnections
5,104,1,2,RandomConnections
5,109,1,2,RandomConnections
5,115,1,2,RandomConnections
5,116,1,2,RandomConnections
5,120,1,2,RandomConnections
5,135,2,2,RandomConnections
5,137,1,2,RandomConnections
5,162,3,2,RandomConnections
6,16,1,2,RandomConnections
6,27,1,2,RandomConnections
6,31,1,2,RandomConnections
6,41,1,2,RandomConnections
6,47,1,2,RandomConnections
6,48,1,2,RandomConnections
6,57,1,2,RandomConnections
6,79,1,2,RandomConnections
6,84,1,2,RandomConnections
6,85,1,2,RandomConnections
6,94,1,2,RandomConnections
6,103,1,2,RandomConnections
6,113,1,2,RandomConnections
6,120,1,2,RandomConnections
6,139,1,2,RandomConnections
6,160,1,2,RandomConnections
6,162,1,2,RandomConnections
6,164,1,2,RandomConnections
6,166,1,2,RandomConnections
6,177,1,2,RandomConnections
7,7,1,2,RandomConnections
7,16,4,2,RandomConnections
7,18,1,2,RandomConnections
7,22,1,2,RandomConnections
7,24,1,2,RandomConnections
7,41,1,2,RandomConnections
7,47,1,2,RandomConnections
7,69,1,2,RandomConnections
7,82,1,2,RandomConnections
7,87,1,2,RandomConnections
7,123,1,2,RandomConnections
7,139,1,2,RandomConnections
7,141,1,2,RandomConnections
7,142,1,2,RandomConnections
7,144,1,2,RandomConnections
7,145,1,2,RandomConnections
7,159,1,2,RandomConnections
7,168,1,2,RandomConnections
7,171,1,2,RandomConnections
8,10,1,2,RandomConnections
8,24,1,2,RandomConnections
8,29,1,2,RandomConnections
8,41,1,2,RandomConnections
8,43,1,2,RandomConnections
8,47,1,2,RandomConnections
8,54,1,2,RandomConnections
8,59,1,2,RandomConnections
8,64,1,2,RandomConnections
8,74,1,2,RandomConnections
